;aagun;nugaa;kamee
;ustadap;padatsu;valo
;ustahi;ihatsu;valo
;ustar;ratsu;valo
;ustijuij;jiujitsu;valo
;ustioh;hoitsu;valo
;ustiol;loitsu;valo
;ustiop;poitsu;valo
;ustirf;fritsu;valo
;ustlav;valtsu;valo
;ustna;antsu;valo
;ustnar;rantsu;valo
;ustnel;lentsu;valo
;ustroj;jortsu;valo
;ustuak;kautsu;valo
;ustuh;hutsu;valo
;ustuk;kutsu;valo
;usuoh;housu;valo
;usuok;kousu;valo
;usuon;nousu;valo
;usup;pusu;valo
;usuur;ruusu;valo
;utaa;aatu;valo
;utaal;laatu;valo-av1
;utak;katu;valo-av1
;utal;latu;valo-av1
;utas;satu;valo-av1
;utat;tatu;valo
;utaunav;vanuatu;valo
;ute;etu;valo-av1
;utee;eetu;valo
;uteep;peetu;valo
;uthar;rahtu;valo-av1
;uthiol;loihtu;valo-av1
;uthios;soihtu;valo-av1
;uthok;kohtu;valo-av1
;uthol;lohtu;valo-av1
;uti;itu;valo-av1
;utih;hitu;valo-av1
;utiil;liitu;valo-av1
;utik;kitu;valo-av1
;util;litu;valo-av1
;utiosilifoyl;lyofilisoitu;valo-av1
;utiuk;kuitu;valo-av1
;utluk;kultu;valo
;utnab;bantu;valo
;utnam;mantu;valo-av1
;utnap;pantu;valo-av1
;utnemaipap;papiamentu;valo
;utnep;pentu;valo-av1
;utnil;lintu;valo-av1
;utnios;sointu;valo-av1
;utnok;kontu;valo-av1
;utnubu;ubuntu;valo
;utnubuk;kubuntu;valo
;utnubux;xubuntu;valo
;utnuh;huntu;valo-av1
;utnur;runtu;valo-av1
;utnut;tuntu;valo-av1
;utoolp;plootu;valo
;utor;rotu;valo-av1
;utos;sotu;valo
;utour;ruotu;valo-av1
;utpmorp;promptu;valo
;utrip;pirtu;valo
;utsal;lastu;valo
;utsik;kistu;valo
;utsrik;kirstu;valo
;uttah;hattu;valo-av1
;uttalhik;kihlattu;valo-av1
;uttamaar;raamattu;valo-av1
;uttav;vattu;valo-av1
;uttaviak;kaivattu;valo-av1
;uttek;kettu;valo-av1
;utteksal;laskettu;valo-av1
;uttel;lettu;valo-av1
;uttep;pettu;valo-av1
;uttetsakar;rakastettu;valo-av1
;uttetuutlav;valtuutettu;valo-av1
;uttiin;niittu;valo-av1
;uttimout;tuomittu;valo-av1
;uttiniam;mainittu;arvelu-av1
;uttiv;vittu;valo-av1
;uttlap;palttu;valo-av1
;uttlok;kolttu;valo-av1
;uttlos;solttu;valo-av1
;uttnal;lanttu;valo-av1
;uttnalp;planttu;valo-av1
;uttnas;santtu;valo-av1
;uttnat;tanttu;valo-av1
;uttnav;vanttu;valo-av1
;uttneh;henttu;valo-av1
;uttner;renttu;valo-av1
;uttnet;tenttu;valo-av1
;uttnik;kinttu;valo-av1
;uttnim;minttu;valo-av1
;uttnom;monttu;valo-av1
;uttnot;tonttu;valo-av1
;uttnuk;kunttu;valo-av1
;uttnul;lunttu;valo-av1
;uttoksu;uskottu;valo-av1
;uttonas;sanottu;valo-av1
;uttop;pottu;valo-av1
;uttra;arttu;valo-av1
;uttrak;karttu;valo-av1
;uttran;narttu;valo-av1
;uttrek;kerttu;valo-av1
;uttrep;perttu;valo-av1
;uttret;terttu;valo-av1
;uttrot;torttu;valo-av1
;uttruk;kurttu;valo-av1
;uttuh;huttu;valo-av1
;uttuj;juttu;valo-av1
;uttuk;kuttu;valo-av1
;uttun;nuttu;valo-av1
;uttur;ruttu;valo-av1
;uttus;suttu;valo-av1
;uttut;tuttu;valo-av1
;uttuu;uuttu;valo-av1
;uttuul;luuttu;valo-av1
;utu;utu;valo-av1
;utuar;rautu;valo-av1
;utues;seutu;valo-av1
;utuf;futu;valo-av1
;utuh;hutu;valo
;utuk;kutu;valo-av1
;utum;mutu;valo
;utuos;soutu;valo-av1
;utuur;ruutu;valo-av1
;uujrek;kerjuu;vapaa
;uujrok;korjuu;vapaa
;uuk;kuu;pii
;uukalep;pelakuu;pii
;uukam;makuu;vapaa
;uukat;takuu;vapaa
;uukkah;hakkuu;vapaa
;uukkiel;leikkuu;vapaa
;uukkriv;virkkuu;vapaa
;uukrep;perkuu;vapaa
;uuksaah;haaskuu;vapaa
;uul;luu;pii
;uulap;paluu;vapaa
;uulep;peluu;vapaa
;uulhak;kahluu;vapaa
;uulsilos;solisluu;pii
;uunam;manuu;vapaa
;uung;gnuu;pii
;uuniak;kainuu;vapaa
;uunius;suinuu;vapaa
;uup;puu;pii
;uupiak;kaipuu;vapaa
;uurek;keruu;vapaa
;uurhek;kehruu;vapaa
;uuruek;keuruu;vapaa
;uurues;seuruu;vapaa
;uus;suu;pii
;uusiev;veisuu;vapaa
;uuthok;kohtuu;vapaa
;uutsav;vastuu;vapaa
;uuttlip;pilttuu;vapaa
;uutuah;hautuu;vapaa
;uva;avu;valo
;uvaal;laavu;valo
;uvah;havu;valo
;uvas;savu;valo
;uvat;tavu;valo
;uviak;kaivu;valo
;uviis;siivu;valo
;uviok;koivu;valo
;uvis;sivu;valo
;uvrik;kirvu;valo
;uvsak;kasvu;valo
;uw;wu;arvelu
;vatsug;gustav;kalsium
;vejadap;padajev;kalsium
;vejonis;sinojev;kalsium
;vejtnoel;leontjev;kalsium
;vek;kev;kalsium
;vel;lev;kalsium
;veok;koev;kalsium
;vokaj;jakov;kalsium
;vokirbob;bobrikov;kalsium
;vokišnem;menšikov;kalsium
;vokoban;nabokov;kalsium
;vokram;markov;kalsium
;volinrok;kornilov;kalsium
;volo;olov;kalsium
;vomisa;asimov;kalsium
;vonadž;ždanov;kalsium
;vonahats;stahanov;kalsium
;vonamor;romanov;kalsium
;vonavi;ivanov;kalsium
;vonivtil;litvinov;kalsium
;vonodna;andonov;kalsium
;vonohehcsop;poschehonov;kalsium
;vopop;popov;kalsium
;vorasal;lasarov;kalsium
;votaras;saratov;kalsium
;votolom;molotov;kalsium
;voštabrog;gorbatšov;kalsium
;walsinats;stanislaw;kalsium
;welnesor;rosenlew;kalsium
;werdna;andrew;parfait
;wogsalg;glasgow;parfait
;wohs;show;parfait
;wolagnub;bungalow;kalsium
;woluap;paulow;kalsium
;wotavoh;hovatow;kalsium
;xal;lax;kalsium
;xam;max;kalsium
;xanif;finax;kalsium
;xarb;brax;kalsium
;xaroht;thorax;kalsium
;xedoc;codex;kalsium
;xel;lex;kalsium
;xela;alex;kalsium
;xelet;telex;kalsium
;xelf;flex;kalsium
;xelnif;finlex;kalsium
;xelpud;duplex;kalsium
;xer;rex;kalsium
;xeryp;pyrex;kalsium
;xes;sex;kalsium
;xet;tex;kalsium
;xetal;latex;kalsium
;xetbib;bibtex;kalsium
;xetet;tetex;kalsium
;xetris;sirtex;kalsium
;xilef;felix;kalsium
;xilf;flix;kalsium
;ximab;bamix;kalsium
;ximer;remix;kalsium
;xinu;unix;kalsium
;xitenretni;internetix;kalsium
;xnyl;lynx;kalsium
;xobekuj;jukebox;kalsium
;xof;fox;kalsium
;xorota;atorox;kalsium
;xortam;matrox;kalsium
;xram;marx;kalsium
;xuaedrob;bordeaux;parfait
;xueimel;lemieux;parfait
;xuleneb;benelux;kalsium
;xunil;linux;kalsium
;xuois;sioux;parfait
;xyl;lyx;kalsium
;yac;cay;spray
;yadaraf;faraday;rosé
;yak;kay;spray
;yallag;gallay;rosé
;yanseuq;quesnay;spray
;yar;ray;spray
;yarps;spray;spray
;yasmar;ramsay;rosé
;yaugarap;paraguay;rosé
;yauguru;uruguay;rosé
;yawdaorb;broadway;spray
;ybab;baby;valo
;ybboh;hobby;valo
;ybgur;rugby;valo
;ybrot;torby;valo
;ybrräk;kärrby;rosé
;ybsiv;visby;rosé
;ycart;tracy;valo
;ycnan;nancy;valo
;ydal;lady;valo
;ydderf;freddy;valo
;yddet;teddy;valo
;ydennek;kennedy;valo
;ydna;andy;valo
;ydnab;bandy;valo
;ydnad;dandy;valo
;ydnarb;brandy;valo
;ydob;body;valo
;yebba;abbey;valo
;yekcoh;hockey;rosé
;yekcoj;jockey;rosé
;yelekreb;berkeley;valo
;yelnats;stanley;rosé
;yelsew;wesley;valo
;yelsgnik;kingsley;valo
;yeltarps;spratley;valo
;yelworc;crowley;valo
;yenkro;orkney;valo
;yenoham'o;o'mahoney;
;yensid;disney;rosé
;yerffoeg;geoffrey;valo
;yesnreug;guernsey;rosé
;yesrej;jersey;rosé
;yessenek;kenessey;rosé
;ygyzys;syzygy;valo
;yhciv;vichy;valo
;yhet;tehy;valo
;yhprum;murphy;valo
;yhtorod;dorothy;valo
;yhyys;syyhy;valo
;yhääj;jäähy;valo
;yjiyl;lyijy;valo
;yjiyr;ryijy;valo
;yjiör;röijy;valo
;yjlö;öljy;valo
;yjräv;värjy;valo
;yjäh;häjy;valo
;ykcutnek;kentucky;rosé
;ykhiäs;säihky;valo
;ykhyyk;kyyhky;valo
;ykhyyn;nyyhky;valo
;ykhä;ähky;valo
;ykkiäs;säikky;valo-av1
;ykkläv;välkky;valo-av1
;ykklöm;mölkky;valo-av1
;ykklöp;pölkky;valo-av1
;ykknyr;rynkky;valo-av1
;ykkrym;myrkky;valo-av1
;ykkyl;lykky;valo-av1
;ykkyt;tykky;valo-av1
;ykkyyk;kyykky;valo-av1
;ykkyöm;möykky;valo-av1
;yklyh;hylky;valo-av5
;yklys;sylky;valo-av5
;yknäs;sänky;valo-av1
;ykräs;särky;valo-av5
;ykröt;törky;valo-av5
;yksnibro;orbinsky;valo
;yksryh;hyrsky;valo
;yksrym;myrsky;valo
;yksryt;tyrsky;valo
;yksrät;tärsky;valo
;yksuh;husky;valo
;yksäk;käsky;valo
;yksäv;väsky;valo
;yksääp;pääsky;valo
;yktyj;jytky;valo
;yktyk;kytky;valo
;yktäm;mätky;valo
;yktäs;sätky;valo
;yktöp;pötky;valo
;ykyk;kyky;valo-av1
;ykym;myky;valo-av1
;ykztivili;ilivitzky;valo
;ykän;näky;valo-av5
;ykät;täky;valo-av5
;yköyh;hyöky;valo-av5
;yleh;hely;valo
;yletleik;kieltely;arvelu
;ylettisäk;käsittely;arvelu
;yleväk;kävely;arvelu
;ylhäs;sähly;valo
;ylime;emily;valo
;yllen;nelly;valo
;yllib;billy;valo
;yllucs;scully;valo
;yllyh;hylly;valo
;yllym;mylly;valo
;yllyp;pylly;valo
;ylläv;välly;valo
;yllöp;pölly;valo
;ylrahc;charly;valo
;ylrebmik;kimberly;valo
;ylrääm;määrly;valo
;ylyj;jyly;valo
;ylyk;kyly;valo
;ylyl;lyly;valo
;ylyöl;löyly;valo
;ylä;äly;valo
;yläh;häly;valo
;yläk;käly;valo
;yläs;säly;valo
;ylöm;möly;valo
;ylöp;pöly;valo
;ymhyk;kyhmy;valo
;ymhyr;ryhmy;valo
;ymmot;tommy;valo
;ymryk;kyrmy;valo
;ymyh;hymy;valo
;ymyj;jymy;valo
;ymyl;lymy;valo
;ymäh;hämy;valo
;ymöyk;kyömy;valo
;ynnaf;fanny;valo
;ynnan;nanny;valo
;ynnej;jenny;valo
;ynnep;penny;valo
;ynnhoj;johnny;valo
;ynnyn;nynny;valo
;ynnäk;känny;valo
;ynohtna;anthony;valo
;ynos;sony;valo
;ynot;tony;valo
;ynyyt;tyyny;valo
;yob;boy;spray
;yoj;joy;rosé
;yolba;abloy;spray
;yplyk;kylpy;valo-av1
;yppröh;hörppy;valo-av1
;yppyh;hyppy;valo-av1
;yppyn;nyppy;valo-av1
;yppyr;ryppy;valo-av1
;yppyt;typpy;valo-av1
;yppyyr;ryyppy;valo-av1
;yppän;näppy;valo-av1
;yppöyr;ryöppy;valo-av1
;ypäh;häpy;valo-av1
;ypäk;käpy;valo-av1
;yraglac;calgary;valo
;yram;mary;valo
;yrator;rotary;valo
;yrneh;henry;valo
;yrrah;harry;valo
;yrral;larry;valo
;yrrehs;sherry;valo
;yrrej;jerry;valo
;yrrep;perry;valo
;yrret;terry;valo
;yrruc;curry;valo
;yrräk;kärry;valo
;yrtnuoc;country;valo
;yrubdarb;bradbury;valo
;yrubretnac;canterbury;valo
;yruj;jury;valo
;yryj;jyry;valo
;yryp;pyry;valo
;yryyh;hyyry;valo
;yryyk;kyyry;valo
;yryöh;höyry;valo
;yryök;köyry;valo
;yryöm;möyry;valo
;yryöp;pöyry;valo
;yryöt;töyry;valo
;yräk;käry;valo
;yrät;täry;valo
;yräv;väry;valo
;yrääk;kääry;valo
;yröyv;vyöry;valo
;ysiad;daisy;valo
;ysiäkhe;ehkäisy;arvelu
;yskys;syksy;valo
;yskäl;läksy;valo
;yskääp;pääksy;valo
;yskääv;vääksy;valo
;ysköp;pöksy;valo
;ysköys;syöksy;valo
;yslyh;hylsy;valo
;yslyp;pylsy;valo
;ysnör;rönsy;valo
;yspmöh;hömpsy;valo
;yspyl;lypsy;valo
;yssiv;vissy;valo
;yssräm;märssy;valo
;yssräv;värssy;valo
;yssym;myssy;valo
;yssyp;pyssy;valo
;yssyöt;töyssy;valo
;ystien;neitsy;valo
;ystlös;söltsy;valo
;yströl;lörtsy;valo
;ysyr;rysy;valo
;ysyyr;ryysy;valo
;ysär;räsy;valo
;ysäv;väsy;valo
;ysääp;pääsy;valo
;ysäär;rääsy;valo
;yta;aty;valo
;ytev;vety;valo-av1
;ythyl;lyhty;valo-av1
;ytic;city;valo
;yticadua;audacity;valo
;ytilaer;reality;valo
;ytiliga;agility;valo
;ytnys;synty;valo-av1
;ytnäm;mänty;valo-av1
;ytolz;zloty;valo
;ytrap;party;valo
;ytsel;lesty;valo
;ytsenma;amnesty;valo
;ytsyn;nysty;valo
;ytsyp;pysty;valo
;ytsyr;rysty;valo
;ytteb;betty;valo
;ytteit;tietty;valo-av1
;yttep;petty;valo
;yttereh;heretty;arvelu-av1
;yttetyys;syytetty;valo-av1
;yttiin;niitty;valo-av1
;yttimmel;lemmitty;valo-av1
;yttitsirk;kristitty;arvelu-av1
;yttlys;syltty;valo-av1
;yttnäk;käntty;valo-av1
;yttym;mytty;valo-av1
;yttyp;pytty;valo-av1
;yttäl;lätty;valo-av1
;yty;yty;valo-av1
;ytyk;kyty;valo
;ytyr;ryty;valo-av1
;ytär;räty;valo-av1
;ytääk;kääty;valo-av1
;ytääp;pääty;valo-av1
;ytääs;sääty;valo-av1
;ytöp;pöty;valo-av1
;ytöyh;hyöty;valo-av1
;yvaeh;heavy;valo
;yvel;levy;valo
;yvligo;ogilvy;poikkeava
;yvonsos;sosnovy;valo
;yväs;sävy;valo
;yväv;vävy;valo
;yxorp;proxy;valo
;yydnof;fondyy;kamee
;yyk;kyy;pii
;yyl;lyy;pii
;yylparap;paraplyy;vapaa
;yyn;nyy;pii
;yyp;pyy;pii
;yys;syy;pii
;yyttnyh;hynttyy;vapaa
;yyttnyr;rynttyy;vapaa
;yyver;revyy;kamee
;zciweinezrok;korzeniewicz;kalsium
;zeus;suez;kalsium
;zinbiel;leibniz;kalsium
;znarf;franz;kalsium
;zneb;benz;kalsium
;zneb-sedecrem;mercedes-benz;kalsium
;zonehce;echenoz;kalsium
;zsahuj;juhasz;kalsium
;ztaark;kraatz;kalsium
;zteneg;genetz;kalsium
;ztilretsua;austerlitz;kalsium
;ztiwhcsua;auschwitz;kalsium
;ztlog;goltz;kalsium
;ztlohnöhcs;schönholtz;kalsium
;ztnarc;crantz;kalsium
;ztnook;koontz;kalsium
;ztravhcs;schvartz;kalsium
;ztreh;hertz;kalsium
;ztrepmog;gompertz;kalsium
;zujos;sojuz;kalsium
;zzaj;jazz;kalsium
;átogob;bogotá;rosé
;äekiev;veikeä;korkea
;äekröt;törkeä;korkea
;äeliiv;viileä;korkea
;äemhep;pehmeä;korkea
;äemip;pimeä;korkea
;äepik;kipeä;korkea
;äepil;lipeä;korkea
;äepäh;häpeä;korkea
;äerhiv;vihreä;korkea
;ähek;kehä;koira
;ähiäm;mäihä;koira
;ähiär;räihä;koira
;ählyj;jylhä;koira
;ähyp;pyhä;koira
;ähyök;köyhä;koira
;ähäv;vähä;koira
;ähök;köhä;koira
;ähörk;kröhä;koira
;ähöym;myöhä;koira
;äikris;sirkiä;kulkija
;äikäp;päkiä;kulkija
;äinim;miniä;kulkija
;äipih;hipiä;kulkija
;äirein;nieriä;kulkija
;äirkäm;mäkriä;kala
;äislin;nilsiä;kulkija
;äisän;näsiä;kulkija
;äivis;siviä;autio
;äivläk;kälviä;kulkija
;äjeiv;viejä;koira
;äjetip;pitejä;apaja
;äjhyt;tyhjä;koira
;äjhär;rähjä;koira
;äjiket;tekijä;kulkija
;äjikän;näkijä;kulkija
;äjileväk;kävelijä;kulkija
;äjipiik;kiipijä;kulkija
;äjirep;perijä;kulkija
;äjistiömletise;esitelmöitsijä;kulkija
;äjithäl;lähtijä;kulkija
;äjiväk;kävijä;kulkija
;äjiä;äijä;koira
;äjleh;heljä;koira
;äjlen;neljä;koira
;äjläv;väljä;koira
;äjlöp;pöljä;koira
;äjnöm;mönjä;koira
;äjrys;syrjä;koira
;äjryt;tyrjä;koira
;äjytyätleik;kieltäytyjä;apaja
;äjyym;myyjä;koira
;äjäknäyp;pyänkäjä;kulkija
;äjäl;läjä;koira
;äjäle;eläjä;asema
;äjänev;venäjä;asema
;äjäpy;ypäjä;asema
;äjärek;keräjä;apaja
;äjärev;veräjä;asema
;äjäräk;käräjä;asema
;äjätep;petäjä;apaja
;äjätev;vetäjä;koira
;äjäthiih;hiihtäjä;asema
;äjätiil;liitäjä;asema
;äjätip;pitäjä;apaja
;äjätsedem;medestäjä;koira
;äjätsiiv;viistäjä;koira
;äjättiin;niittäjä;apaja
;äjättyäk;käyttäjä;koira
;äkhyöl;löyhkä;koira
;äkhät;tähkä;koira
;äkhöt;töhkä;koira
;äki;ikä;koira-av5
;äkier;reikä;koira-av5
;äkkemmäk;kämmekkä;karahka-av1
;äkkimleh;helmikkä;karahka-av1
;äkkirröj;jörrikkä;karahka-av1
;äkkissöj;jössikkä;karahka-av1
;äkkitäär;räätikkä;karahka-av1
;äkkitöj;jötikkä;karahka-av1
;äkkitöm;mötikkä;karahka-av1
;äkkiäh;häikkä;koira-av1
;äkkiäl;läikkä;koira-av1
;äkkiär;räikkä;koira-av1
;äkklet;telkkä;koira-av1
;äkkläv;välkkä;koira-av1
;äkklöh;hölkkä;koira-av1
;äkknyj;jynkkä;koira-av1
;äkknyk;kynkkä;koira-av1
;äkknöp;pönkkä;koira-av1
;äkknöt;tönkkä;koira-av1
;äkkrek;kerkkä;koira-av1
;äkkryj;jyrkkä;koira-av1
;äkkräs;särkkä;koira-av1
;äkkrös;sörkkä;koira-av1
;äkkydhel;lehdykkä;karahka-av1
;äkkym;mykkä;koira-av1
;äkkynnäk;kännykkä;karahka-av1
;äkkypyt;typykkä;karahka-av1
;äkkyröyp;pyörykkä;karahka-av1
;äkkyyk;kyykkä;koira-av1
;äkkyöm;möykkä;koira-av1
;äkkäh;häkkä;kala-av1
;äkkällym;mylläkkä;karahka-av1
;äkkällär;rälläkkä;karahka-av1
;äkkälä;äläkkä;karahka-av1
;äkkämär;rämäkkä;karahka-av1
;äkkäpäär;rääpäkkä;karahka-av1
;äkkärym;myräkkä;karahka-av1
;äkkäröm;möräkkä;karahka-av1
;äkkässäh;hässäkkä;karahka-av1
;äkkätyr;rytäkkä;karahka-av1
;äkkätöh;hötäkkä;karahka-av1
;äkkääk;kääkkä;koira-av1
;äkkäär;rääkkä;koira-av1
;äkkötö;ötökkä;karahka-av1
;äkles;selkä;koira-av5
;äkly;ylkä;ylkä
;äklän;nälkä;koira-av5
;äknek;kenkä;koira-av1
;äknyt;tynkä;koira-av1
;äknäj;jänkä;koira-av1
;äknöh;hönkä;koira-av1
;äknör;rönkä;koira-av1
;äkräh;härkä;koira-av5
;äkräm;märkä;koira-av5
;äksi;iskä;koira
;äksimääs;säämiskä;karahka
;äksiviel;leiviskä;karahka
;äksiä;äiskä;koira
;äksiäh;häiskä;koira
;äksiäl;läiskä;koira
;äksnäv;vänskä;koira
;äksröm;mörskä;koira
;äksy;yskä;koira
;äksypäl;läpyskä;karahka
;äksytäl;lätyskä;karahka
;äksyär;räyskä;koira
;äksöh;höskä;koira
;äktip;pitkä;pitkä
;äktäj;jätkä;koira
;äktäl;lätkä;koira
;äktäp;pätkä;koira
;äktärp;prätkä;koira
;äktäs;sätkä;koira
;äkäh;häkä;koira-av5
;äkär;räkä;koira-av5
;äkäs;säkä;koira
;äköm;mökä;koira
;äköp;pökä;koira
;äleetnir;rinteelä;kulkija
;äleheim;miehelä;kulkija
;älehiir;riihelä;karahka
;älekkim;mikkelä;kulkija
;älekräs;särkelä;karahka
;äleksel;leskelä;kulkija
;äleksäl;läskelä;kulkija
;älekäk;käkelä;kulkija
;älekäm;mäkelä;kulkija
;älemein;niemelä;kulkija
;älenyyt;tyynelä;kulkija
;älete;etelä;asema
;äletev;vetelä;asema
;älethel;lehtelä;kulkija
;äletiä;äitelä;asema
;älevik;kivelä;kulkija
;älevrih;hirvelä;karahka
;älevräj;järvelä;kulkija
;äleväs;sävelä;kulkija
;älhöh;höhlä;koira
;älikhek;kehkilä;kulkija
;älikkieh;heikkilä;kulkija
;älikkim;mikkilä;karahka
;älikkin;nikkilä;kulkija
;älikknej;jenkkilä;kulkija
;älikkre;erkkilä;kulkija
;älikkäh;häkkilä;kulkija
;älikkäp;päkkilä;kulkija
;äliknir;rinkilä;kulkija
;äliknis;sinkilä;kulkija
;älikryj;jyrkilä;kulkija
;äliksir;riskilä;kulkija
;älikäm;mäkilä;kulkija
;äliliit;tiililä;kulkija
;älille;ellilä;kulkija
;älillem;mellilä;kulkija
;älillih;hillilä;kulkija
;älimeh;hemilä;kulkija
;älimis;similä;kala
;älimmeh;hemmilä;kulkija
;älinieh;heinilä;karahka
;älinnet;tennilä;karahka
;älinnif;finnilä;karahka
;älinyyh;hyynilä;kulkija
;älipis;sipilä;kulkija
;älippäj;jäppilä;karahka
;älipsiv;vispilä;kulkija
;äliriis;siirilä;karahka
;älirip;pirilä;karahka
;älirit;tirilä;kulkija
;äliryäh;häyrilä;kulkija
;älirävyh;hyvärilä;kulkija
;älissem;messilä;kulkija
;älissin;nissilä;karahka
;älisträv;värtsilä;kulkija
;älisträw;wärtsilä;kulkija
;äliteip;pietilä;kulkija
;älithel;lehtilä;karahka
;älitir;ritilä;kulkija
;älitneh;hentilä;karahka
;älitnil;lintilä;kulkija
;älitsee;eestilä;karahka
;älitsek;kestilä;kulkija
;älittemelk;klemettilä;kulkija
;älittik;kittilä;kulkija
;älittnep;penttilä;kulkija
;älittnyk;kynttilä;kulkija
;älittrep;perttilä;karahka
;älittrip;pirttilä;kulkija
;älittäl;lättilä;kulkija
;älivhiv;vihvilä;kulkija
;äliviis;siivilä;karahka
;äliäs;säilä;koira
;ällä;ällä;koira
;älläkillä;ällikällä;poikkeava
;älpät;täplä;koira
;älpöh;höplä;koira
;älyk;kylä;koira
;älykhym;myhkylä;kulkija
;älykhäp;pähkylä;kulkija
;älykhät;tähkylä;kulkija
;älykkäm;mäkkylä;koira
;älykkäär;rääkkylä;matala
;älyksrym;myrskylä;kulkija
;älykäs;säkylä;kulkija
;älyleh;helylä;kulkija
;älyllym;myllylä;kulkija
;älyplyk;kylpylä;kulkija
;älypmäs;sämpylä;kulkija
;älyppyn;nyppylä;kulkija
;älyppän;näppylä;kulkija
;älypäk;käpylä;koira
;älypär;räpylä;kulkija
;älyryh;hyrylä;kulkija
;älyryöt;töyrylä;karahka
;älyröyp;pyörylä;kulkija
;älyssäm;mässylä;kulkija
;älytnäm;mäntylä;kulkija
;älyttiin;niittylä;kulkija
;älyttämyr;rymättylä;kulkija
;älyyk;kyylä;koira
;älyys;syylä;koira
;älyäs;säylä;koira
;älyäv;väylä;koira
;älyöh;höylä;koira
;älä;älä;koira
;älähyök;köyhälä;kulkija
;äläiknäj;jänkiälä;kulkija
;äläjiä;äijälä;asema
;äläjnyt;tynjälä;kulkija
;äläjrys;syrjälä;kulkija
;äläkkiheim;miehikkälä;kulkija
;äläkkryh;hyrkkälä;kulkija
;äläkkäsrän;närsäkkälä;kulkija
;äläknäj;jänkälä;kulkija
;äläknäp;pänkälä;kulkija
;äläktip;pitkälä;karahka
;äläkyp;pykälä;apaja
;äläkäj;jäkälä;asema
;äläkär;räkälä;kulkija
;älällyk;kyllälä;kulkija
;älämlyk;kylmälä;kulkija
;älämräh;härmälä;kulkija
;älämröt;törmälä;kulkija
;älämyym;myymälä;kulkija
;älämyäk;käymälä;kulkija
;äläppel;leppälä;kulkija
;äläppes;seppälä;kulkija
;äläpäk;käpälä;matala
;älärep;perälä;kulkija
;äläryj;jyrälä;kala
;äläs;sälä;koira
;äläsep;pesälä;karahka
;äläsiär;räisälä;kulkija
;äläsiäv;väisälä;kulkija
;älässyh;hyssälä;kulkija
;älästem;metsälä;koira
;älästnäm;mäntsälä;kulkija
;älätes;setälä;kulkija
;äläthem;mehtälä;kulkija
;äläti;itälä;kulkija
;älään;näälä;koira
;älääpmel;lempäälä;kulkija
;älöhröp;pörhölä;kulkija
;älöjry;yrjölä;kulkija
;älökknök;könkkölä;karahka
;älökknöm;mönkkölä;kulkija
;älökkröp;pörkkölä;kulkija
;älökkyyp;pyykkölä;kulkija
;älökräk;kärkölä;kulkija
;älöllö;öllölä;kulkija
;älömlöh;hölmölä;kulkija
;älöniäv;väinölä;kulkija
;älötyk;kytölä;kulkija
;älöviäp;päivölä;kulkija
;äme;emä;koira
;ämenekkieh;heikkenemä;asema
;ämereiv;vieremä;asema
;ämhel;lehmä;koira
;ämhyh;hyhmä;koira
;ämhyr;ryhmä;koira
;ämhyt;tyhmä;koira
;ämhäk;kähmä;koira
;ämhär;rähmä;koira
;ämiip;piimä;koira
;ämirep;perimä;asema
;ämiä;äimä;koira
;ämledeh;hedelmä;asema
;ämleet;teelmä;koira
;ämlegnä;ängelmä;koira
;ämlehyys;syyhelmä;asema
;ämlejliv;viljelmä;asema
;ämlejrik;kirjelmä;asema
;ämleksi;iskelmä;asema
;ämlektän;nätkelmä;koira
;ämlekyr;rykelmä;asema
;ämlenis;sinelmä;asema
;ämlennehyl;lyhennelmä;asema
;ämleteim;mietelmä;asema
;ämletenem;menetelmä;asema
;ämletihek;kehitelmä;asema
;ämletijläj;jäljitelmä;asema
;ämletimhyr;ryhmitelmä;asema
;ämletipes;sepitelmä;asema
;ämletire;eritelmä;asema
;ämletiriv;viritelmä;asema
;ämletiry;yritelmä;asema
;ämletirääm;määritelmä;asema
;ämletise;esitelmä;asema
;ämletsejräj;järjestelmä;asema
;ämletsidhy;yhdistelmä;asema
;ämletsiviit;tiivistelmä;asema
;ämletyän;näytelmä;asema
;ämletääp;päätelmä;asema
;ämleväs;sävelmä;asema
;ämleähyk;kyhäelmä;asema
;ämleärek;keräelmä;asema
;ämlis;silmä;koira
;ämlyk;kylmä;koira
;ämmä;ämmä;koira
;ämregnep;pengermä;asema
;ämrekis;sikermä;asema
;ämretsyn;nystermä;koira
;ämryt;tyrmä;koira
;ämräh;härmä;koira
;ämräs;särmä;koira
;ämröt;törmä;koira
;ämsys;sysmä;koira
;ämyektyk;kytkeymä;koira
;ämyetik;kiteymä;asema
;ämyetsir;risteymä;koira
;ämyevik;kiveymä;asema
;ämykän;näkymä;asema
;ämynev;venymä;asema
;ämypiiv;viipymä;asema
;ämypiäh;häipymä;asema
;ämypöys;syöpymä;asema
;ämyröyv;vyörymä;asema
;ämyske;eksymä;asema
;ämythy;yhtymä;asema
;ämythäver;revähtymä;asema
;ämytiölikneh;henkilöitymä;asema
;ämytnedip;pidentymä;asema
;ämytnehyl;lyhentymä;asema
;ämytnekieh;heikentymä;asema
;ämytnemli;ilmentymä;asema
;ämytniip;piintymä;asema
;ämytniise;esiintymä;asema
;ämytnys;syntymä;asema
;ämytnääv;vääntymä;asema
;ämytreih;hiertymä;asema
